client,site,country,tracc_practice,assessment_date,tracc_maturity
Client 4,Site 4,China,Visual Management,7/26/2018,2
Client 5,Site 5,India,5S,5/8/2017,1.11
Client 5,Site 5,India,5S,5/30/2017,1.16
Client 5,Site 5,India,5S,5/31/2017,1.16
Client 5,Site 5,India,5S,9/29/2017,1.52
Client 5,Site 5,India,5S,1/12/2018,1.61
Client 5,Site 5,India,5S,4/5/2018,1.27
Client 5,Site 5,India,5S,5/6/2018,1.76
Client 5,Site 5,India,5S,5/8/2018,1.87
Client 5,Site 5,India,5S,6/25/2018,1.18
Client 5,Site 5,India,5S,6/27/2018,1.18
Client 5,Site 5,India,5S,7/16/2018,1.14
Client 5,Site 5,India,5S,8/27/2018,1.23
Client 5,Site 5,India,5S,9/25/2018,1.74
Client 5,Site 5,India,5S,9/26/2018,1.74
Client 5,Site 5,India,Focused Improvement,5/8/2017,1.69
Client 5,Site 5,India,Focused Improvement,5/9/2017,1.43
Client 5,Site 5,India,Focused Improvement,5/31/2017,1.29
Client 5,Site 5,India,Focused Improvement,9/29/2017,1.56
Client 5,Site 5,India,Focused Improvement,1/12/2018,1.68
Client 5,Site 5,India,Focused Improvement,4/5/2018,1.24
Client 5,Site 5,India,Focused Improvement,4/30/2018,1.57
Client 5,Site 5,India,Focused Improvement,5/6/2018,1.34
Client 5,Site 5,India,Focused Improvement,5/8/2018,1.54
Client 5,Site 5,India,Focused Improvement,5/9/2018,1.34
Client 5,Site 5,India,Focused Improvement,6/25/2018,1.22
Client 5,Site 5,India,Focused Improvement,6/27/2018,1.33
Client 5,Site 5,India,Focused Improvement,7/16/2018,1.33
Client 5,Site 5,India,Focused Improvement,8/27/2018,1.39
Client 5,Site 5,India,Focused Improvement,9/25/2018,1.64
Client 5,Site 5,India,Focused Improvement,9/26/2018,1.64
Client 5,Site 5,India,Teamwork,5/8/2017,1.33
Client 5,Site 5,India,Teamwork,5/30/2017,1.28
Client 5,Site 5,India,Teamwork,9/29/2017,1.56
Client 5,Site 5,India,Teamwork,1/12/2018,1.73
Client 5,Site 5,India,Teamwork,4/5/2018,1.41
Client 5,Site 5,India,Teamwork,5/8/2018,1.63
Client 5,Site 5,India,Teamwork,6/25/2018,1.32
Client 5,Site 5,India,Teamwork,6/27/2018,1.32
Client 5,Site 5,India,Teamwork,7/16/2018,1.39
Client 5,Site 5,India,Teamwork,8/27/2018,1.27
Client 5,Site 5,India,Teamwork,9/25/2018,1.63
Client 5,Site 5,India,Teamwork,9/27/2018,1.63
Client 5,Site 5,India,Visual Management,5/8/2017,1.51
Client 5,Site 5,India,Visual Management,5/30/2017,1.35
Client 5,Site 5,India,Visual Management,5/31/2017,1.55
Client 5,Site 5,India,Visual Management,9/29/2017,1.59
Client 5,Site 5,India,Visual Management,1/12/2018,1.87
Client 5,Site 5,India,Visual Management,4/5/2018,1.61
Client 5,Site 5,India,Visual Management,5/6/2018,1.78
Client 5,Site 5,India,Visual Management,5/8/2018,1.95
Client 5,Site 5,India,Visual Management,6/25/2018,1.23
Client 5,Site 5,India,Visual Management,6/27/2018,1.42
Client 5,Site 5,India,Visual Management,7/16/2018,1.27
Client 5,Site 5,India,Visual Management,8/27/2018,1.31
Client 5,Site 5,India,Visual Management,9/25/2018,1.65
Client 5,Site 5,India,Visual Management,9/26/2018,1.65
Client 6,Site 6,United Kingdom,5S,5/25/2016,1
Client 6,Site 6,United Kingdom,5S,8/7/2018,1.02
Client 6,Site 6,United Kingdom,Focused Improvement,5/25/2016,1.06
Client 6,Site 6,United Kingdom,Focused Improvement,5/26/2016,1.95
Client 6,Site 6,United Kingdom,Focused Improvement,7/21/2016,1.06
Client 6,Site 6,United Kingdom,Focused Improvement,7/10/2018,1
Client 6,Site 6,United Kingdom,Teamwork,5/25/2016,1
Client 6,Site 6,United Kingdom,Teamwork,10/13/2016,1.32
Client 6,Site 6,United Kingdom,Teamwork,11/22/2016,2
Client 6,Site 6,United Kingdom,Teamwork,9/25/2017,1.61
Client 6,Site 6,United Kingdom,Visual Management,5/25/2016,1.21
Client 6,Site 6,United Kingdom,Visual Management,11/22/2016,1.84
Client 6,Site 6,United Kingdom,Visual Management,6/6/2018,1
Client 5,Site 7,United Kingdom,5S,3/7/2017,1.06
Client 5,Site 7,United Kingdom,5S,3/31/2017,1.08
Client 5,Site 7,United Kingdom,5S,7/6/2017,1.14
Client 5,Site 7,United Kingdom,5S,8/23/2017,1.36
Client 5,Site 7,United Kingdom,5S,10/3/2017,1.29
Client 5,Site 7,United Kingdom,5S,12/14/2017,2.16
Client 5,Site 7,United Kingdom,5S,2/2/2018,1
Client 5,Site 7,United Kingdom,5S,2/26/2018,1.72
Client 5,Site 7,United Kingdom,5S,2/27/2018,2.01
Client 5,Site 7,United Kingdom,5S,3/20/2018,1
Client 5,Site 7,United Kingdom,5S,6/19/2018,2.19
Client 5,Site 7,United Kingdom,5S,8/15/2018,2.03
Client 5,Site 7,United Kingdom,Focused Improvement,3/7/2017,1.44
Client 5,Site 7,United Kingdom,Focused Improvement,3/31/2017,1.25
Client 5,Site 7,United Kingdom,Focused Improvement,7/6/2017,1.13
Client 5,Site 7,United Kingdom,Focused Improvement,8/23/2017,1.53
Client 5,Site 7,United Kingdom,Focused Improvement,10/3/2017,1.79
Client 5,Site 7,United Kingdom,Focused Improvement,12/14/2017,1.77
Client 5,Site 7,United Kingdom,Focused Improvement,2/2/2018,1
Client 5,Site 7,United Kingdom,Focused Improvement,2/26/2018,1.52
Client 5,Site 7,United Kingdom,Focused Improvement,2/28/2018,2.16
Client 5,Site 7,United Kingdom,Focused Improvement,3/1/2018,2.61
Client 5,Site 7,United Kingdom,Focused Improvement,3/20/2018,1
Client 5,Site 7,United Kingdom,Focused Improvement,6/19/2018,2.26
Client 5,Site 7,United Kingdom,Focused Improvement,8/22/2018,1.8
Client 5,Site 7,United Kingdom,Teamwork,3/7/2017,1.54
Client 5,Site 7,United Kingdom,Teamwork,3/30/2017,1.26
Client 5,Site 7,United Kingdom,Teamwork,7/5/2017,1.48
Client 5,Site 7,United Kingdom,Teamwork,8/23/2017,2.02
Client 5,Site 7,United Kingdom,Teamwork,10/3/2017,1.95
Client 5,Site 7,United Kingdom,Teamwork,12/14/2017,1.87
Client 5,Site 7,United Kingdom,Teamwork,2/2/2018,1
Client 5,Site 7,United Kingdom,Teamwork,2/26/2018,1.81
Client 5,Site 7,United Kingdom,Teamwork,2/28/2018,1.98
Client 5,Site 7,United Kingdom,Teamwork,3/20/2018,1
Client 5,Site 7,United Kingdom,Teamwork,6/19/2018,2.33
Client 5,Site 7,United Kingdom,Teamwork,8/22/2018,1.81
Client 5,Site 7,United Kingdom,Visual Management,3/7/2017,1.45
Client 5,Site 7,United Kingdom,Visual Management,3/30/2017,1.66
Client 5,Site 7,United Kingdom,Visual Management,7/5/2017,1.89
Client 5,Site 7,United Kingdom,Visual Management,8/23/2017,2.28
Client 5,Site 7,United Kingdom,Visual Management,10/3/2017,2.36
Client 5,Site 7,United Kingdom,Visual Management,12/14/2017,2.16
Client 5,Site 7,United Kingdom,Visual Management,2/2/2018,1
Client 5,Site 7,United Kingdom,Visual Management,2/26/2018,2.02
Client 5,Site 7,United Kingdom,Visual Management,2/28/2018,2.27
Client 5,Site 7,United Kingdom,Visual Management,3/1/2018,2.64
Client 5,Site 7,United Kingdom,Visual Management,3/20/2018,1
Client 5,Site 7,United Kingdom,Visual Management,6/19/2018,2.42
Client 5,Site 7,United Kingdom,Visual Management,8/15/2018,2.16
Client 7,Site 8,Spain,5S,3/8/2017,1
Client 7,Site 8,Spain,5S,3/9/2017,1
Client 7,Site 8,Spain,Focused Improvement,3/9/2017,2.03
Client 7,Site 8,Spain,Teamwork,3/9/2017,1
Client 7,Site 8,Spain,Teamwork,4/10/2017,1
Client 8,Site 8,Australia,5S,1/7/2016,2.34
Client 8,Site 8,Australia,5S,1/31/2016,2.56
Client 8,Site 8,Australia,5S,2/1/2016,2.13
Client 8,Site 8,Australia,5S,3/9/2016,2.4
Client 8,Site 8,Australia,5S,3/10/2016,2.22
Client 8,Site 8,Australia,5S,3/17/2016,2.36
Client 8,Site 8,Australia,5S,4/26/2016,2.1
Client 8,Site 8,Australia,5S,5/19/2016,2.32
Client 8,Site 8,Australia,5S,5/23/2016,2.32
Client 8,Site 8,Australia,5S,5/26/2016,2.98
Client 8,Site 8,Australia,5S,6/9/2016,2.28
Client 8,Site 8,Australia,5S,6/29/2016,2.44
Client 8,Site 8,Australia,5S,8/14/2016,2.31
Client 8,Site 8,Australia,5S,8/25/2016,2.46
Client 8,Site 8,Australia,5S,10/13/2016,2.42
Client 8,Site 8,Australia,5S,10/27/2016,3.34
Client 8,Site 8,Australia,5S,12/8/2016,2.51
Client 8,Site 8,Australia,5S,5/4/2017,2.55
Client 8,Site 8,Australia,5S,5/23/2017,1.51
Client 8,Site 8,Australia,5S,10/12/2017,3.29
Client 8,Site 8,Australia,5S,1/22/2018,2.88
Client 8,Site 8,Australia,Focused Improvement,1/31/2016,2.9
Client 8,Site 8,Australia,Focused Improvement,2/1/2016,2.6
Client 8,Site 8,Australia,Focused Improvement,2/4/2016,2.1
Client 8,Site 8,Australia,Focused Improvement,2/8/2016,3.08
Client 8,Site 8,Australia,Focused Improvement,3/9/2016,2.58
Client 8,Site 8,Australia,Focused Improvement,3/21/2016,2.42
Client 8,Site 8,Australia,Focused Improvement,4/4/2016,2.57
Client 8,Site 8,Australia,Focused Improvement,5/12/2016,2.55
Client 8,Site 8,Australia,Focused Improvement,5/23/2016,2.74
Client 8,Site 8,Australia,Focused Improvement,5/25/2016,2.65
Client 8,Site 8,Australia,Focused Improvement,8/25/2016,2.65
Client 8,Site 8,Australia,Focused Improvement,9/12/2016,2.56
Client 8,Site 8,Australia,Focused Improvement,9/19/2016,2.58
Client 8,Site 8,Australia,Focused Improvement,5/22/2017,1.97
Client 8,Site 8,Australia,Focused Improvement,6/8/2017,1.71
Client 8,Site 8,Australia,Focused Improvement,6/23/2017,1.35
Client 8,Site 8,Australia,Focused Improvement,7/14/2017,2.12
Client 8,Site 8,Australia,Focused Improvement,10/12/2017,3.03
Client 8,Site 8,Australia,Focused Improvement,1/22/2018,2.71
Client 8,Site 8,Australia,Focused Improvement,5/11/2018,3.06
Client 8,Site 8,Australia,Teamwork,1/31/2016,2.81
Client 8,Site 8,Australia,Teamwork,2/1/2016,2.61
Client 8,Site 8,Australia,Teamwork,2/11/2016,2.45
Client 8,Site 8,Australia,Teamwork,2/18/2016,2.31
Client 8,Site 8,Australia,Teamwork,3/8/2016,2.72
Client 8,Site 8,Australia,Teamwork,3/9/2016,2.38
Client 8,Site 8,Australia,Teamwork,4/20/2016,1
Client 8,Site 8,Australia,Teamwork,4/21/2016,2.28
Client 8,Site 8,Australia,Teamwork,4/22/2016,1
Client 8,Site 8,Australia,Teamwork,4/26/2016,2.81
Client 8,Site 8,Australia,Teamwork,4/28/2016,2.34
Client 8,Site 8,Australia,Teamwork,5/5/2016,2.49
Client 8,Site 8,Australia,Teamwork,5/23/2016,2.68
Client 8,Site 8,Australia,Teamwork,5/25/2016,2.63
Client 8,Site 8,Australia,Teamwork,6/2/2016,2.47
Client 8,Site 8,Australia,Teamwork,6/15/2016,2.83
Client 8,Site 8,Australia,Teamwork,6/23/2016,2.3
Client 8,Site 8,Australia,Teamwork,6/29/2016,2.63
Client 8,Site 8,Australia,Teamwork,8/25/2016,2.78
Client 8,Site 8,Australia,Teamwork,9/8/2016,2.43
Client 8,Site 8,Australia,Teamwork,9/12/2016,2.56
Client 8,Site 8,Australia,Teamwork,9/14/2016,2.88
Client 8,Site 8,Australia,Teamwork,9/15/2016,2.47
Client 8,Site 8,Australia,Teamwork,10/4/2016,1
Client 8,Site 8,Australia,Teamwork,4/6/2017,1.37
Client 8,Site 8,Australia,Teamwork,5/15/2017,2.13
Client 8,Site 8,Australia,Teamwork,5/18/2017,2.69
Client 8,Site 8,Australia,Teamwork,10/12/2017,3.3
Client 8,Site 8,Australia,Teamwork,1/22/2018,3.32
Client 8,Site 8,Australia,Visual Management,1/29/2016,2.71
Client 8,Site 8,Australia,Visual Management,1/31/2016,2.69
Client 8,Site 8,Australia,Visual Management,2/1/2016,2.37
Client 8,Site 8,Australia,Visual Management,2/25/2016,2.54
Client 8,Site 8,Australia,Visual Management,3/9/2016,2.57
Client 8,Site 8,Australia,Visual Management,4/26/2016,2.85
Client 8,Site 8,Australia,Visual Management,5/23/2016,2.46
Client 8,Site 8,Australia,Visual Management,5/25/2016,2.26
Client 8,Site 8,Australia,Visual Management,5/26/2016,2.71
Client 8,Site 8,Australia,Visual Management,7/14/2016,2.6
Client 8,Site 8,Australia,Visual Management,7/18/2016,2.86
Client 8,Site 8,Australia,Visual Management,8/18/2016,2.26
Client 8,Site 8,Australia,Visual Management,8/25/2016,2.6
Client 8,Site 8,Australia,Visual Management,9/8/2016,2.26
Client 8,Site 8,Australia,Visual Management,9/12/2016,2.63
Client 8,Site 8,Australia,Visual Management,10/17/2016,2.92
Client 8,Site 8,Australia,Visual Management,5/15/2017,2.76
Client 8,Site 8,Australia,Visual Management,6/23/2017,2.01
Client 8,Site 8,Australia,Visual Management,1/22/2018,3.52
Client 9,Site 9,Argentina,5S,7/20/2018,1.02
Client 9,Site 9,Argentina,Teamwork,7/19/2018,1.07
Client 9,Site 9,Argentina,Visual Management,7/19/2018,1.1
Client 10,Site 10,Mexico,5S,12/1/2016,1
Client 10,Site 10,Mexico,5S,10/31/2017,1
Client 10,Site 10,Mexico,5S,6/13/2018,1
Client 10,Site 10,Mexico,5S,6/17/2018,1.49
Client 10,Site 10,Mexico,5S,6/18/2018,1.31
Client 10,Site 10,Mexico,5S,6/19/2018,1
Client 10,Site 10,Mexico,5S,6/26/2018,1.75
Client 10,Site 10,Mexico,5S,6/27/2018,1.08
Client 10,Site 10,Mexico,5S,6/29/2018,1.15
Client 10,Site 10,Mexico,5S,7/6/2018,1.32
Client 10,Site 10,Mexico,5S,7/17/2018,1.14
Client 10,Site 10,Mexico,Focused Improvement,6/18/2018,1
Client 10,Site 10,Mexico,Focused Improvement,7/5/2018,1.83
Client 10,Site 10,Mexico,Focused Improvement,7/6/2018,1
Client 10,Site 10,Mexico,Focused Improvement,7/25/2018,1.23
Client 10,Site 10,Mexico,Focused Improvement,7/26/2018,1.48
Client 10,Site 10,Mexico,Teamwork,12/1/2016,1
Client 10,Site 10,Mexico,Teamwork,9/14/2017,1.18
Client 10,Site 10,Mexico,Teamwork,6/18/2018,1.12
Client 10,Site 10,Mexico,Teamwork,6/19/2018,1.3
Client 10,Site 10,Mexico,Teamwork,7/4/2018,1.61
Client 10,Site 10,Mexico,Teamwork,7/5/2018,1.23
Client 10,Site 10,Mexico,Teamwork,7/6/2018,1.35
Client 10,Site 10,Mexico,Teamwork,7/18/2018,1.14
Client 10,Site 10,Mexico,Teamwork,7/25/2018,1
Client 10,Site 10,Mexico,Visual Management,12/1/2016,1
Client 10,Site 10,Mexico,Visual Management,6/18/2018,1
Client 10,Site 10,Mexico,Visual Management,7/4/2018,1.45
Client 10,Site 10,Mexico,Visual Management,7/6/2018,1.41
Client 10,Site 10,Mexico,Visual Management,7/18/2018,1.08
Client 11,Site 11,Spain,5S,1/11/2017,1.36
Client 11,Site 11,Spain,5S,1/1/2018,1.29
Client 11,Site 11,Spain,5S,3/14/2018,1.56
Client 11,Site 11,Spain,5S,7/9/2018,1.41
Client 10,Site 12,China,5S,1/5/2016,1.14
Client 10,Site 12,China,5S,8/23/2016,1.69
Client 10,Site 12,China,5S,9/7/2016,1
Client 10,Site 12,China,5S,12/21/2016,1.46
Client 10,Site 12,China,5S,1/1/2017,1.42
Client 10,Site 12,China,5S,6/19/2017,1.12
Client 10,Site 12,China,5S,7/4/2017,1.85
Client 10,Site 12,China,5S,7/10/2017,1.06
Client 10,Site 12,China,5S,7/17/2017,1.71
Client 10,Site 12,China,5S,2/12/2018,1.38
Client 10,Site 12,China,5S,2/13/2018,1.92
Client 10,Site 12,China,5S,2/23/2018,1
Client 10,Site 12,China,5S,2/24/2018,1
Client 10,Site 12,China,5S,9/18/2018,1
Client 10,Site 12,China,5S,10/4/2018,1.09
Client 10,Site 12,China,5S,10/11/2018,1
Client 10,Site 12,China,Focused Improvement,5/17/2016,1.13
Client 10,Site 12,China,Focused Improvement,10/6/2016,1
Client 10,Site 12,China,Focused Improvement,12/6/2016,1.85
Client 10,Site 12,China,Focused Improvement,3/16/2017,1
Client 10,Site 12,China,Focused Improvement,7/10/2017,1
Client 10,Site 12,China,Focused Improvement,7/12/2017,1.37
Client 10,Site 12,China,Focused Improvement,7/13/2017,1.16
Client 10,Site 12,China,Focused Improvement,12/18/2017,1.65
Client 10,Site 12,China,Focused Improvement,1/9/2018,1
Client 10,Site 12,China,Focused Improvement,2/13/2018,1.4
Client 10,Site 12,China,Focused Improvement,5/25/2018,1.08
Client 10,Site 12,China,Focused Improvement,10/11/2018,1
Client 10,Site 12,China,Teamwork,2/16/2016,1.23
Client 10,Site 12,China,Teamwork,9/26/2016,2.59
Client 10,Site 12,China,Teamwork,10/6/2016,1
Client 10,Site 12,China,Teamwork,1/10/2017,1.28
Client 10,Site 12,China,Teamwork,3/16/2017,1
Client 10,Site 12,China,Teamwork,4/21/2017,1.1
Client 10,Site 12,China,Teamwork,5/10/2017,1
Client 10,Site 12,China,Teamwork,7/5/2017,1.53
Client 10,Site 12,China,Teamwork,8/16/2017,1.34
Client 10,Site 12,China,Teamwork,12/4/2017,1.34
Client 10,Site 12,China,Teamwork,1/29/2018,1.22
Client 10,Site 12,China,Teamwork,2/20/2018,1.16
Client 10,Site 12,China,Teamwork,2/23/2018,1.13
Client 10,Site 12,China,Teamwork,5/22/2018,1
Client 10,Site 12,China,Teamwork,10/11/2018,1
Client 10,Site 12,China,Teamwork,10/14/2018,1.63
Client 10,Site 12,China,Teamwork,10/16/2018,1.53
Client 10,Site 12,China,Visual Management,2/17/2016,1
Client 10,Site 12,China,Visual Management,10/3/2016,1.15
Client 10,Site 12,China,Visual Management,5/13/2017,1.57
Client 10,Site 12,China,Visual Management,8/2/2017,1.44
Client 10,Site 12,China,Visual Management,8/8/2017,1
Client 10,Site 12,China,Visual Management,12/20/2017,1.58
Client 10,Site 12,China,Visual Management,12/21/2017,1.67
Client 10,Site 12,China,Visual Management,7/5/2018,1
Client 10,Site 12,China,Visual Management,8/21/2018,1.05
Client 10,Site 12,China,Visual Management,9/4/2018,1.12
Client 10,Site 12,China,Visual Management,10/3/2018,1
Client 10,Site 12,China,Visual Management,10/11/2018,1
Client 12,Site 13,India,Teamwork,5/21/2016,1
Client 5,Site 13,India,5S,1/4/2016,1.22
Client 5,Site 13,India,5S,7/6/2016,1.63
Client 5,Site 13,India,5S,1/3/2017,1.63
Client 5,Site 13,India,5S,5/25/2017,1
Client 5,Site 13,India,Focused Improvement,5/25/2017,1
Client 5,Site 13,India,Teamwork,3/7/2017,1
Client 5,Site 13,India,Teamwork,10/18/2017,1
Client 5,Site 13,India,Visual Management,1/2/2017,1.09
Client 5,Site 13,India,Visual Management,5/25/2017,1
Client 13,Site 13,India,Focused Improvement,6/19/2018,1.05
Client 2,Site 14,South Africa,5S,4/17/2017,1.92
Client 2,Site 14,South Africa,5S,12/18/2017,2.02
Client 2,Site 14,South Africa,Focused Improvement,4/19/2017,1.63
Client 2,Site 14,South Africa,Focused Improvement,12/19/2017,2.06
Client 2,Site 14,South Africa,Focused Improvement,5/13/2018,1
Client 2,Site 14,South Africa,Focused Improvement,9/27/2018,1.88
Client 2,Site 14,South Africa,Focused Improvement,10/18/2018,2.66
Client 2,Site 14,South Africa,Teamwork,4/18/2017,1.9
Client 2,Site 14,South Africa,Teamwork,12/18/2017,2.26
Client 2,Site 14,South Africa,Teamwork,10/18/2018,2.79
Client 2,Site 14,South Africa,Visual Management,4/18/2017,2.14
Client 2,Site 14,South Africa,Visual Management,12/19/2017,2.27
Client 2,Site 14,South Africa,Visual Management,9/27/2018,1.22
Client 3,Site 15,Germany,5S,2/8/2016,1.66
Client 3,Site 15,Germany,5S,4/1/2016,1.57
Client 3,Site 15,Germany,5S,4/4/2016,1.57
Client 3,Site 15,Germany,5S,4/5/2016,1.62
Client 3,Site 15,Germany,5S,4/6/2016,1.44
Client 3,Site 15,Germany,5S,4/7/2016,1.85
Client 3,Site 15,Germany,5S,4/9/2016,1.85
Client 3,Site 15,Germany,5S,4/11/2016,1.72
Client 3,Site 15,Germany,5S,6/6/2016,1.26
Client 3,Site 15,Germany,5S,6/7/2016,1.44
Client 3,Site 15,Germany,5S,7/1/2016,1.94
Client 3,Site 15,Germany,5S,7/4/2016,1
Client 3,Site 15,Germany,5S,7/7/2016,1
Client 3,Site 15,Germany,5S,7/11/2016,1
Client 3,Site 15,Germany,5S,7/27/2016,2.02
Client 3,Site 15,Germany,5S,7/28/2016,1.44
Client 3,Site 15,Germany,5S,8/2/2016,1.99
Client 3,Site 15,Germany,5S,8/8/2016,1
Client 3,Site 15,Germany,5S,8/9/2016,1.27
Client 3,Site 15,Germany,5S,8/12/2016,1
Client 3,Site 15,Germany,5S,8/22/2016,1
Client 3,Site 15,Germany,5S,9/1/2016,1.89
Client 3,Site 15,Germany,5S,9/5/2016,1
Client 3,Site 15,Germany,5S,9/12/2016,1
Client 3,Site 15,Germany,5S,10/3/2016,1.78
Client 3,Site 15,Germany,5S,10/10/2016,1
Client 3,Site 15,Germany,5S,10/17/2016,1
Client 3,Site 15,Germany,5S,11/1/2016,1.16
Client 3,Site 15,Germany,5S,11/2/2016,2.3
Client 3,Site 15,Germany,5S,11/3/2016,1.47
Client 3,Site 15,Germany,5S,11/7/2016,1
Client 3,Site 15,Germany,5S,12/2/2016,1.77
Client 3,Site 15,Germany,5S,12/5/2016,1
Client 3,Site 15,Germany,5S,12/19/2016,1
Client 3,Site 15,Germany,5S,12/23/2016,2.2
Client 3,Site 15,Germany,5S,1/2/2017,1
Client 3,Site 15,Germany,5S,1/9/2017,1
Client 3,Site 15,Germany,5S,1/17/2017,1.57
Client 3,Site 15,Germany,5S,1/18/2017,1.6
Client 3,Site 15,Germany,5S,1/25/2017,1.04
Client 3,Site 15,Germany,5S,2/6/2017,1.62
Client 3,Site 15,Germany,5S,2/7/2017,1.61
Client 3,Site 15,Germany,5S,2/13/2017,1
Client 3,Site 15,Germany,5S,2/21/2017,2.49
Client 3,Site 15,Germany,5S,2/22/2017,1.75
Client 3,Site 15,Germany,5S,3/13/2017,1
Client 3,Site 15,Germany,5S,3/15/2017,2.49
Client 3,Site 15,Germany,5S,3/17/2017,2.28
Client 3,Site 15,Germany,5S,3/18/2017,2.08
Client 3,Site 15,Germany,5S,3/20/2017,1.79
Client 3,Site 15,Germany,5S,3/25/2017,1.35
Client 3,Site 15,Germany,5S,4/3/2017,1
Client 3,Site 15,Germany,5S,4/10/2017,1
Client 3,Site 15,Germany,5S,4/14/2017,2.62
Client 3,Site 15,Germany,5S,4/25/2017,1.65
Client 3,Site 15,Germany,5S,5/8/2017,2
Client 3,Site 15,Germany,5S,5/25/2017,1.63
Client 3,Site 15,Germany,5S,6/13/2017,1.71
Client 3,Site 15,Germany,5S,6/14/2017,1.9
Client 3,Site 15,Germany,5S,6/15/2017,1.77
Client 3,Site 15,Germany,5S,6/30/2017,1.91
Client 3,Site 15,Germany,5S,7/19/2017,2.1
Client 3,Site 15,Germany,5S,7/20/2017,2.62
Client 3,Site 15,Germany,5S,7/21/2017,1.27
Client 3,Site 15,Germany,5S,7/31/2017,2.09
Client 3,Site 15,Germany,5S,8/7/2017,1.6
Client 3,Site 15,Germany,5S,8/9/2017,1.59
Client 3,Site 15,Germany,5S,8/14/2017,2.28
Client 3,Site 15,Germany,5S,8/15/2017,1.28
Client 3,Site 15,Germany,5S,8/16/2017,1.28
Client 3,Site 15,Germany,5S,8/17/2017,1.41
Client 3,Site 15,Germany,5S,8/31/2017,1.6
Client 3,Site 15,Germany,5S,9/11/2017,1.61
Client 3,Site 15,Germany,5S,9/12/2017,1.4
Client 3,Site 15,Germany,5S,9/13/2017,1.49
Client 3,Site 15,Germany,5S,9/18/2017,2.04
Client 3,Site 15,Germany,5S,9/26/2017,2.42
Client 3,Site 15,Germany,5S,9/30/2017,1.62
Client 3,Site 15,Germany,5S,10/18/2017,2.69
Client 3,Site 15,Germany,5S,11/7/2017,1.89
Client 3,Site 15,Germany,5S,11/13/2017,1.93
Client 3,Site 15,Germany,5S,11/14/2017,1.57
Client 3,Site 15,Germany,5S,12/5/2017,2.21
Client 3,Site 15,Germany,5S,12/6/2017,1.86
Client 3,Site 15,Germany,5S,12/14/2017,1.61
